,id
1974,P60484
1975,P49908
1976,Q04206
1977,P09936
1978,P25713
1979,Q8TDU6
1980,Q99571
1981,P06733
1982,P29590
1983,O14618
1984,Q14978
1985,O60502
1986,Q06830
1987,O43614
1988,Q8NBP7
1989,Q99828
1990,P13693
1991,P28676
1992,P0DP24
1993,P0DP25
1994,P22676
1995,Q86UW7
1996,P02655
1997,P02656
1998,P29372
1999,P05109
2000,P10809
2001,P22626
2002,P23246
2003,P31948
2004,P60842
2005,P04155
2006,Q96RI0
2007,P06702
2008,O15350
2009,P12644
2010,Q99623
2011,P53805
2012,P38936
2013,Q14457
2014,P54652
2015,P61978
2016,P34932
2017,Q92598
2018,P60903
2019,P09493
2020,P54578
2021,P12004
2022,P02748
2023,P08603
2024,P05156
2025,P10909
2026,P45973
2027,P36955
2028,P05160
2029,Q14624
2030,P02533
2031,P01011
2032,P51693
2033,Q06481
2034,Q92945
2035,P48047
2036,Q5SSJ5
2037,P06748
2038,P62753
2039,Q07955
2040,Q02083
2041,Q9HBA0
2042,P35579
2043,P31391
2044,P22897
2045,Q9UHD2
2046,Q13470
2047,Q06418
2048,Q2M2I8
2049,Q96RR4
2050,O14578
2051,P49760
2052,Q9UIK4
2053,P19525
2054,Q9P2K8
2055,P21709
2056,P54764
2057,P07332
2058,P49840
2059,P14616
2060,P51617
2061,P46734
2062,Q02779
2063,Q12852
2064,Q13164
2065,Q8IW41
2066,Q7KZI7
2067,P27448
2068,Q96L34
2069,O75914
2070,Q9NYY3
2071,Q13546
2072,P08922
2073,O75716
2074,P01350
2075,Q15910
2076,Q8IXJ6
2077,P35232
2078,Q86YN6
2079,P51575
2080,Q9UBL9
2081,P56373
2082,Q93086
2083,O15547
2084,Q99572
2085,P47900
2086,P51582
2087,Q9Y6H6
2088,Q9UQ05
2089,Q96L42
2090,P04114
2091,P52824
2092,Q13574
2093,Q13488
2094,P61421
2095,O15342
2096,P36543
2097,Q9UI12
2098,P49662
2099,P20702
2100,P23634
2101,P16278
2102,P0CG30
2103,Q9UBC3
2104,Q9NRA0
2105,P21802
2106,P12259
2107,P00742
2108,P02671
2109,P10646
2110,P05120
2111,P07359
2112,P02776
2113,P07204
2114,P16109
2115,Q9UNN8
2116,P07355
2117,P02749
2118,Q96IY4
2119,P40238
2120,P61769
2121,P15813
2122,P07202
2123,Q13509
2124,Q9BUF5
2125,P54762
2126,Q9BQB4
2127,P42357
2128,P21695
2129,P08514
2130,P48048
2131,P02818
2132,P12931
2133,P21462
2134,P20594
2135,P13945
2136,P10153
2137,P04745
2138,P04075
2139,P17342
2140,Q02763
2141,Q5NUL3
2142,Q96RD7
2143,P12883
2144,P51003
2145,P13498
2146,Q16558
2147,P36956
2148,P08493
2149,P30626
2150,Q99653
2151,Q9NZD4
2152,Q15238
2153,Q13219
2154,P81605
2155,P63252
2156,P00451
2157,Q9UBM7
2158,P10515
2159,P00492
2160,P31358
2161,P13688
2162,P25021
2163,P08700
2164,Q9H3N8
2165,P36888
2166,O43175
2167,P20273
2168,Q15046
2169,P54577
2170,P55157
2171,Q15758
2172,P10745
2173,P00915
2174,P07766
2175,P49915
2176,P16471
2177,O00555
2178,P48029
2179,Q02127
2180,P35367
2181,P13612
2182,Q9UKU7
2183,O43776
2184,P15056
2185,Q9NS40
2186,P06729
2187,Q9H015
2188,P16234
2189,Q7Z4W1
2190,P51692
2191,P30044
2192,P12724
2193,P35270
2194,P24158
2195,P11387
2196,O14965
2197,Q9Y275
2198,Q00987
2199,Q9Y6L6
2200,P35557
2201,P01374
2202,P14625
2203,Q96C86
2204,Q13370
2205,P11309
2206,Q08881
2207,P41240
2208,Q04759
2209,P09871
2210,P23526
2211,P07477
2212,O60911
2213,P31994
2214,P68133
2215,P31785
2216,P07942
2217,P01906
2218,Q96KS0
2219,Q9GZT9
2220,P49336
2221,Q07973
2222,Q9BXA5
2223,P78527
2224,Q9Y6K9
2225,P51686
2226,P26196
2227,Q92831
2228,Q9HB21
2229,Q9Y689
2230,Q13233
2231,P09693
2232,P20963
2233,Q9Y6Q6
2234,Q07011
2235,P25963
2236,P28908
2237,P01730
2238,P52333
2239,P17813
2240,P25092
2241,Q16706
2242,Q12884
2243,P35408
2244,Q8WUI4
2245,P35218
2246,P23280
2247,Q9H239
2248,Q9UNI1
2249,P24666
2250,P62829
2251,P60900
2252,Q9HCD5
2253,P01116
2254,P16112
2255,P60981
2256,Q12866
2257,Q96GR2
2258,O94768
2259,Q9BY32
2260,P13929
2261,P29508
2262,P09382
2263,P20823
2264,P19883
2265,Q92830
2266,P00973
2267,Q9BZZ2
2268,Q15382
2269,Q99873
2270,O00187
2271,P22001
2272,P40306
2273,P28062
2274,P79483
2275,P08686
2276,O95644
2277,P19878
2278,Q15080
2279,O95718
2280,Q96G91
2281,Q9HC97
2282,O75880
2283,P21453
2284,Q96DB2
2285,O14958
2286,P31415
2287,Q06323
2288,Q8TCT9
2289,Q9UJU2
2290,P39748
2291,P00846
2292,P61604
2293,Q969G3
2294,P06753
2295,P04264
2296,P13645
2297,P20851
2298,Q9ULY5
2299,Q14103
2300,P39019
2301,P17844
2302,Q9HC29
2303,Q92911
2304,Q13188
2305,Q15208
2306,Q7L7X3
2307,Q9BXA7
2308,P30530
2309,P51451
2310,Q92918
2311,Q8IVH8
2312,Q8N4C8
2313,Q13177
2314,Q16513
2315,O43353
2316,P51679
2317,Q9Y6K1
2318,P02790
2319,P21860
2320,Q05209
2321,P29350
2322,P21549
2323,P13647
2324,P51172
2325,Q12882
2326,P16455
2327,P39900
2328,P42126
2329,Q02880
2330,P08729
2331,Q9NWT6
2332,Q03403
2333,P0CG29
2334,Q96I15
2335,P31025
2336,P56537
2337,Q9NRH2
2338,O43246
2339,Q9NS75
2340,P00367
2341,O14727
2342,Q14626
2343,P38484
2344,O14561
2345,P15509
2346,P00966
2347,Q8NFJ5
2348,Q9Y271
2349,P15260
2350,P49448
2351,P17812
2352,P49888
2353,P27824
2354,P26951
2355,P23946
2356,Q4U2R8
2357,P24941
2358,P04183
2359,Q96RI1
2360,P22749
2361,P05154
2362,P21912
2363,Q2M3G0
2364,Q06609
2365,P27707
2366,Q05397
2367,Q01064
2368,P21926
2369,Q92934
2370,O14763
2371,P06734
2372,Q07817
2373,P04798
2374,P24462
2375,P63092
2376,Q13362
2377,P33981
2378,Q8IVS2
2379,P62913
2380,Q9UKQ2
2381,Q9NPH2
2382,P49411
2383,Q92637
2384,O75330
2385,Q14542
2386,Q9UP52
2387,Q9Y2D1
2388,P62736
2389,O75340
2390,P04279
2391,Q969S8
2392,P14866
2393,Q6FHJ7
2394,P27635
2395,Q16518
2396,O75533
2397,Q9NSY1
2398,P29320
2399,O15197
2400,O95835
2401,Q16584
2402,Q14680
2403,O00750
2404,P40259
2405,O14980
2406,Q92800
2407,Q02223
2408,Q13423
2409,P26439
2410,P07195
2411,Q02809
2412,Q12809
2413,Q16647
2414,Q04828
2415,P30968
2416,P10826
2417,P15291
2418,Q9Y666
2419,Q99624
2420,Q00796
2421,P23921
2422,P08620
2423,P19801
2424,P48551
2425,Q96Q40
2426,P30872
2427,P30049
2428,P43155
2429,Q9P0J0
2430,P68871
2431,P49788
2432,P36896
2433,Q14654
2434,P11388
2435,Q9NUB1
2436,P40261
2437,P32929
2438,P18283
2439,Q14833
2440,P29317
2441,P50225
2442,P47929
2443,O94956
2444,Q16678
2445,P22061
2446,P48745
2447,Q9UKM7
2448,Q9BZX2
2449,Q9BY41
2450,P51512
2451,P49789
2452,P36952
2453,P24557
2454,P50613
2455,O00469
2456,P19971
2457,Q6NS38
2458,Q8IVL5
2459,Q00534
2460,Q96Q83
2461,P08263
2462,Q9HBH5
2463,P62714
2464,Q16206
2465,Q16790
2466,P16422
2467,P31350
2468,P54760
2469,P48060
2470,Q9BUP3
2471,P31949
2472,P53041
2473,Q14541
2474,P12429
2475,O15169
2476,Q96GD4
2477,P01563
2478,Q01344
2479,P27816
2480,Q9NPC1
2481,O60656
2482,Q06278
2483,Q9UN88
2484,Q9NPD5
2485,P09238
2486,P24347
2487,O75900
2488,Q15788
2489,P20248
2490,P31151
2491,O43293
2492,P63151
2493,Q16877
2494,Q00536
2495,P07737
2496,P59998
2497,Q16654
2498,P19105
2499,P26447
2500,O60218
2501,Q15648
2502,P11172
2503,P19622
2504,O14594
2505,P11233
2506,Q13882
2507,P49765
2508,P53667
2509,P04731
2510,P18847
2511,Q9HBK9
2512,Q9Y5S8
2513,Q9NY56
2514,P04732
2515,P80297
2516,O75838
2517,Q96FQ6
2518,P12814
2519,P51858
2520,P18669
2521,P31260
2522,P08648
2523,P52597
2524,P00739
2525,P35527
2526,P51884
2527,P14923
2528,P08779
2529,P37802
2530,Q9Y5S1
2531,Q01995
2532,P55073
2533,Q9UKI8
2534,O75385
2535,O15075
2536,Q9H2X6
2537,Q9UPZ9
2538,P53671
2539,Q8TD08
2540,Q04912
2541,Q15746
2542,O60285
2543,Q9H093
2544,Q9P286
2545,Q92482
2546,Q99814
2547,Q96NY8
2548,Q99500
2549,P09758
2550,Q9Y4W6
2551,P49588
2552,P08559
2553,P19634
2554,P00439
2555,Q09470
2556,P54886
2557,P10253
2558,P22557
2559,O95831
2560,Q9UQD0
2561,Q6PI48
2562,Q9GZR5
2563,Q5JTZ9
2564,Q9NY47
2565,Q96KG9
2566,Q13885
2567,Q9UK17
2568,P35219
2569,Q03426
2570,P16389
2571,P22460
2572,P17658
2573,P48547
2574,Q96PR1
2575,Q14003
2576,Q9H8P0
2577,P05129
2578,P78508
2579,P50993
2580,P13637
2581,Q9NYL2
2582,P04080
2583,Q9NYP7
2584,Q8NI60
2585,Q16512
2586,Q01814
2587,Q16720
2588,P37059
2589,Q9P0X4
2590,P12319
2591,P35626
2592,P30613
2593,P13674
2594,P49591
2595,O15496
2596,Q9HCC0
2597,P02792
2598,Q969P6
2599,Q9Y289
2600,P11177
2601,Q9BYZ2
2602,Q9UHW9
2603,P13631
2604,P21918
2605,P07864
2606,O00180
2607,P50747
2608,P00387
2609,P48506
2610,O15403
2611,Q02338
2612,P31040
2613,P36021
2614,P23786
2615,Q9NVS9
2616,P37088
2617,O75489
2618,P03897
2619,Q14524
2620,P30825
2621,P98194
2622,P08243
2623,P32322
2624,P20061
2625,P29275
2626,P49902
2627,Q04771
2628,P13995
2629,Q96GD0
2630,O43676
2631,P34897
2632,O75251
2633,P10828
2634,Q16798
2635,P08709
2636,P18825
2637,O95479
2638,P54368
2639,Q14749
2640,P49069
2641,P00505
2642,Q16719
2643,O15554
2644,Q9UN76
2645,P10398
2646,P42684
2647,P10721
2648,P32754
2649,P22413
2650,O43181
2651,P54687
2652,P34903
2653,Q12797
2654,P17174
2655,Q7Z2H8
2656,P16066
2657,P52569
2658,Q16878
2659,P45954
2660,P03915
2661,P47895
2662,Q9Y6M9
2663,P06126
2664,P43088
2665,P12236
2666,Q02643
2667,P30085
2668,P33121
2669,O60701
2670,P41439
2671,Q13630
2672,Q16671
2673,P48443
2674,P05141
2675,P25100
2676,P30838
2677,O15382
2678,P12268
2679,P15538
2680,P15121
2681,P21731
2682,P20839
2683,Q07912
2684,O95470
2685,Q03013
2686,P22352
2687,Q13002
2688,P49019
2689,O95180
2690,O60427
2691,P49747
2692,P11217
2693,P02775
2694,P16860
2695,O60488
2696,P41250
2697,P63316
2698,P48549
2699,P22830
2700,Q96RJ0
2701,P11168
2702,P04004
2703,P06870
2704,Q13126
2705,P16444
2706,P00167
2707,P07602
2708,Q7Z2W7
2709,O15530
2710,Q9BWD1
2711,Q9BQE3
2712,Q9Y663
2713,P23677
2714,O43570
2715,P51151
2716,P11310
2717,P10114
2718,Q99250
2719,Q9NY46
2720,O15230
2721,P05787
2722,P14543
2723,P05981
2724,P35346
2725,P11216
2726,P20711
2727,Q8TD30
2728,P09210
2729,Q32P28
2730,Q8IVL6
2731,Q8N543
2732,Q9H6Z9
2733,P22234
2734,Q8N142
2735,O15460
2736,Q9ULA0
2737,P46439
2738,P59796
2739,Q96SL4
2740,P23434
2741,Q14032
2742,Q9P0Z9
2743,Q6TGC4
2744,P23743
2745,O43272
2746,Q9UGM1
2747,P28074
2748,P50391
2749,Q14627
2750,P06280
2751,P09467
2752,Q8WXI7
2753,Q16831
2754,O14717
2755,P52848
2756,P53778
2757,O00244
2758,P54278
2759,P25311
2760,P10632
2761,Q96CD2
2762,P16152
2763,Q12756
2764,Q9Y468
2765,P58335
2766,P18085
2767,P16144
2768,Q7L5Y9
2769,Q8TDV5
2770,Q15759
2771,O15264
2772,Q9GZP0
2773,Q96AE4
2774,Q02224
2775,P04234
2776,Q13421
2777,Q969F8
2778,P27037
2779,P16615
2780,Q03431
2781,P05186
2782,P11678
2783,Q8IZS8
2784,P62745
2785,Q95460
2786,P33402
2787,Q9Y2I1
2788,Q9NPC2
2789,O00591
2790,P00709
2791,P29034
2792,P33260
2793,Q7LG56
2794,Q07864
2795,P07098
2796,Q9NS85
2797,O75493
2798,Q8N1Q1
2799,Q07699
2800,Q8IWT1
2801,O15440
2802,P51511
2803,Q9ULZ9
2804,Q8N119
2805,Q9NRE1
2806,P23258
2807,O60658
2808,Q9UNA0
2809,Q15596
2810,Q16651
2811,P15085
2812,Q9BVJ7
2813,Q13554
2814,Q14914
2815,P51955
2816,Q9UGN5
2817,Q9NQS7
2818,P84077
2819,P62750
2820,P62917
2821,P39023
2822,P08574
2823,P47985
2824,Q9UBT6
2825,P28838
2826,P30301
2827,P28070
2828,Q99436
2829,Q9HB40
2830,P19784
2831,P13073
2832,P10606
2833,P09669
2834,Q9UNK4
2835,Q9H2G2
2836,Q9Y6F1
2837,Q15375
2838,P04632
2839,Q969V6
2840,P62330
2841,O15143
2842,O15144
2843,Q15418
2844,P11684
2845,P35080
2846,P30419
2847,P55196
2848,Q86WA6
2849,P80192
2850,Q9HBL8
2851,Q9Y3I0
2852,Q99470
2853,P15170
2854,P00558
2855,P02144
2856,P22570
2857,P35749
2858,P35241
2859,P26572
2860,P21283
2861,P16930
2862,P50607
2863,Q9GZU7
2864,P61024
2865,P49368
2866,O75976
2867,P14621
2868,P62258
2869,O60264
2870,Q16613
2871,Q9UQB9
2872,P61587
2873,O75676
2874,Q99661
2875,O15111
2876,Q99835
2877,Q16832
2878,Q9Y2U5
2879,Q5XXA6
2880,P57059
2881,Q8WXA8
2882,Q9HB55
2883,P51812
2884,Q05513
2885,Q9Y698
2886,Q15878
2887,Q9UGJ0
2888,Q9UGI9
2889,Q96S86
2890,Q86UW8
2891,Q14520
2892,P62807
2893,O95259
2894,O00299
2895,P67870
2896,Q86T13
2897,P09769
2898,P54756
2899,Q9Y2T6
2900,Q969S2
2901,O95750
2902,P46663
2903,Q9UQL6
2904,P07438
2905,P04733
2906,P13640
2907,P80294
2908,Q8N339
2909,P35556
2910,P10589
2911,P09525
2912,P43652
2913,P30101
2914,P50453
2915,Q8N1G2
2916,Q9Y230
2917,Q15393
2918,Q9NR28
2919,P17980
2920,O43399
2921,P19823
2922,P35908
2923,P02750
2924,P46736
2925,Q86YZ3
2926,P02538
2927,P62241
2928,P46781
2929,Q15942
2930,P36894
2931,Q13873
2932,P20393
2933,Q14995
2934,Q9UK32
2935,Q9Y6E0
2936,Q9H2K8
2937,P35590
2938,Q86UE8
2939,Q9UKE5
2940,O00238
2941,Q14012
2942,Q00532
2943,Q9Y463
2944,Q9UF33
2945,Q14164
2946,Q9Y2K2
2947,O43283
2948,Q99759
2949,O95819
2950,Q9Y2H9
2951,P42679
2952,Q9BUB5
2953,Q9HBH9
2954,P51956
2955,Q6P3R8
2956,Q16288
2957,O96013
2958,Q9NQU5
2959,Q86V86
2960,Q8TBX8
2961,Q99640
2962,O00444
2963,Q13523
2964,Q9BRS2
2965,Q9H0K1
2966,P36404
2967,Q16659
2968,P41968
2969,Q9NPA2
2970,P53396
2971,O95977
2972,P04196
2973,P41238
2974,P20020
2975,Q9H2H9
2976,Q96QD8
2977,O75185
2978,Q16850
2979,Q9Y5Y9
2980,O95069
2981,P15382
2982,P54289
2983,P21817
2984,P35499
2985,P48544
2986,Q15842
2987,Q9NZV8
2988,Q9NY72
2989,Q09013
2990,Q13557
2991,P36871
2992,P46976
2993,P22459
2994,Q59H18
2995,P33032
2996,Q8TD43
2997,Q9Y6J6
2998,Q8WWG9
2999,Q8NFA2
3000,Q14894
3001,Q9UG56
3002,Q16787
3003,P02458
3004,O60568
3005,Q9NSE4
3006,P37268
3007,P51570
3008,P40429
3009,P32019
3010,P05062
3011,Q96L12
3012,O43526
3013,O43525
3014,Q9NR82
3015,Q9BQB6
3016,Q96PD7
3017,O14791
3018,Q96DP5
3019,P48764
3020,P54710
3021,P05543
3022,P61457
3023,Q12851
3024,Q9Y600
3025,P69905
3026,P08185
3027,Q9UDX4
3028,O75311
3029,P47871
3030,P51648
3031,O95865
3032,O60494
3033,P49366
3034,P02675
3035,P10768
3036,P04746
3037,P26010
3038,Q9ULX7
3039,Q9UJT0
3040,P25788
3041,P09668
3042,Q96SW2
3043,Q9UHF0
3044,Q9Y616
3045,Q15800
3046,Q9BYV1
3047,Q15031
3048,Q02252
3049,P40939
3050,P47872
3051,P37058
3052,P0DMS8
3053,Q16836
3054,P54802
3055,P41595
3056,Q8TE23
3057,O15269
3058,P43353
3059,Q7RTX0
3060,P48163
3061,P16233
3062,O00763
3063,P06732
3064,P14868
3065,P51788
3066,O15217
3067,Q9Y2Q0
3068,P35247
3069,P17213
3070,P00568
3071,P16519
3072,O95838
3073,Q8TCT1
3074,P55809
3075,O00341
3076,O14880
3077,P35754
3078,Q16760
3079,O43766
3080,P54284
3081,Q01668
3082,Q96FI4
3083,P20807
3084,P17538
3085,P19099
3086,Q9Y5Y4
3087,Q13332
3088,P23467
3089,O14983
3090,P04118
3091,O14818
3092,P24310
3093,Q9Y6Y9
3094,Q15119
3095,Q13555
3096,Q16762
3097,P09110
3098,Q9UL51
3099,Q96S37
3100,Q01118
3101,Q99712
3102,O43741
3103,P48050
3104,Q92806
3105,P25105
3106,Q02818
3107,P23276
3108,O00303
3109,P67936
3110,O75636
3111,P50914
3112,Q15637
3113,Q9H422
3114,Q9Y4K4
3115,O15146
3116,O75747
3117,Q9Y6T7
3118,P48728
3119,P78348
3120,P43007
3121,P59768
3122,Q16348
3123,P20231
3124,P49356
3125,Q9NQ25
3126,P46597
3127,Q8N8N7
3128,Q15661
3129,Q92696
3130,P53611
3131,Q9NPJ3
3132,Q14697
3133,Q7Z5B4
3134,P07498
3135,Q9BQI3
3136,P07478
3137,P04350
3138,P50440
3139,O15399
3140,Q9UHI5
3141,O14732
3142,Q14123
3143,P31942
3144,Q13237
3145,Q08188
3146,O14936
3147,Q9P2E9
3148,P41743
3149,P52564
3150,P27449
3151,Q14432
3152,Q92953
3153,P31995
3154,P49257
3155,Q8NI22
3156,Q86U10
3157,P02679
3158,P51168
3159,O00764
3160,O95139
3161,P49821
3162,P05165
3163,P28331
3164,O43678
3165,O43837
3166,P35368
3167,P30043
3168,P23378
3169,P51164
3170,Q16772
3171,P10696
3172,Q15858
3173,P49773
3174,Q9UBX1
3175,Q14376
3176,P05452
3177,Q9BY66
3178,O14521
3179,Q99643
3180,Q5T601
3181,P09012
3182,Q9Y3R4
3183,P05162
3184,P38606
3185,P25786
3186,P11488
3187,Q9P289
3188,P61158
3189,Q15120
3190,P17544
3191,P48723
3192,Q07020
3193,P62277
3194,Q9BYT3
3195,P51813
3196,Q92772
3197,Q8N8Y2
3198,P10620
3199,O95363
3200,O60547
3201,Q9ULU8
3202,Q99829
3203,P50213
3204,Q16602
3205,Q15274
3206,P05023
3207,Q08493
3208,Q99542
3209,Q9UHY7
3210,O00217
3211,O75746
3212,P38435
3213,Q9UN19
3214,Q96LZ3
3215,O75936
3216,P20618
3217,P45880
3218,O95749
3219,P49720
3220,Q6UWM7
3221,Q6NVY1
3222,P31323
3223,P49190
3224,P10915
3225,Q14872
3226,P31946
3227,P27348
3228,P29622
3229,P19827
3230,Q9C098
3231,Q9H2X9
3232,O15239
3233,P55011
3234,Q13621
3235,Q8N5Z0
3236,Q16478
3237,P34096
3238,P48664
3239,O75899
3240,Q9H228
3241,P63208
3242,Q96PY6
3243,P52429
3244,Q16773
3245,P28221
3246,Q9NYX4
3247,Q8N9I0
3248,Q6YP21
3249,Q9NXG6
3250,Q08289
3251,Q15825
3252,Q96MA6
3253,P47898
3254,Q8TCG2
3255,Q06033
3256,Q9ULD8
3257,Q86XP1
3258,P51170
3259,P49189
3260,Q03154
3261,P22748
3262,O60664
3263,P46059
3264,O95255
3265,P35243
3266,Q8NFW8
3267,Q9UEW8
3268,P37288
3269,Q02928
3270,O60894
3271,P51800
3272,P09958
3273,P18846
3274,O95747
3275,P09417
3276,Q13698
3277,Q6WRI0
3278,Q9Y2Z4
3279,P43119
3280,Q9HCR9
3281,P14649
3282,Q8WY07
3283,O43704
3284,P22792
3285,Q96RQ9
3286,P30273
3287,P33316
3288,P02746
3289,P02747
3290,Q6IA69
3291,Q5JPH6
3292,P28066
3293,Q9UM01
3294,P01591
3295,P29376
3296,Q52WX2
3297,Q9UEE5
3298,O95670
3299,Q99584
3300,P09884
3301,P16219
3302,Q16134
3303,Q7Z406
3304,P15259
3305,O00142
3306,Q8IYT8
3307,P26639
3308,Q70Z44
3309,A5X5Y0
3310,P51649
3311,Q14353
3312,P55263
3313,P56696
3314,Q9Y296
3315,P48066
3316,Q9NSD5
3317,Q8NEV4
3318,P15313
3319,Q12965
3320,P47944
3321,Q96D53
3322,Q9H252
3323,Q9NSA0
3324,P25815
3325,P25787
3326,Q9Y4I5
3327,P46782
3328,O75348
3329,Q9NR33
3330,O60939
3331,P19404
3332,P07814
3333,Q08426
3334,O43681
3335,Q71U36
3336,Q96LB9
3337,P13861
3338,Q99705
3339,P07919
3340,O15145
3341,Q96PD5
3342,Q9UF02
3343,P29973
3344,Q8TF61
3345,Q04917
3346,Q8TDR2
3347,O14976
3348,Q92781
3349,P49247
3350,P16591
3351,P03923
3352,Q969G6
3353,O95178
3354,P23919
3355,O00204
3356,P09960
3357,Q8WVQ1
3358,O60513
3359,Q9UJ70
3360,Q969I3
3361,Q8NBQ5
3362,P78334
3363,Q9UJM8
3364,P84098
3365,Q01581
3366,O75521
3367,Q8WWQ8
3368,Q13938
3369,P15880
3370,P31943
3371,Q9UEW3
3372,P21291
3373,O15393
3374,P26640
3375,Q9Y285
3376,O75380
3377,P07437
3378,P23368
3379,O43674
3380,P08173
3381,P05166
3382,P48507
3383,P23416
3384,Q00975
3385,P30520
3386,Q16774
3387,O60840
3388,Q86US8
3389,O43617
3390,Q9BVA1
3391,O14764
3392,P61927
3393,P36542
3394,P02689
3395,Q86VU5
3396,P36405
3397,P02708
3398,Q9UBN1
3399,Q9BXT2
3400,Q8WXS5
3401,P10412
3402,P43487
3403,Q6V0L0
3404,Q9NR63
3405,P04217
3406,P31152
3407,P51957
3408,Q9BQ31
3409,O75912
3410,Q96A05
3411,P23415
3412,Q96T66
3413,Q15750
3414,Q75N90
3415,Q6ZN16
3416,P05546
3417,Q9H4B7
3418,Q6PHW0
3419,Q9Y619
3420,P53609
3421,Q14330
3422,Q9UJT1
3423,Q9BZV3
3424,Q9H1R3
3425,P42681
3426,Q32MK0
3427,P0DJD9
3428,Q7L3T8
3429,Q9NY65
3430,Q9NXE4
3431,Q9NRX3
3432,Q9UKG9
3433,O75600
3434,Q14181
3435,O75306
3436,Q8N0U8
3437,Q99418
3438,P55769
3439,P25789
3440,P54819
3441,Q8N907
3442,Q8N5S9
3443,Q969I6
3444,P17050
3445,Q9NVH6
3446,Q9BXJ7
3447,Q05932
3448,Q6UWN8
3449,Q9Y266
3450,Q86VZ1
3451,Q96ER9
3452,Q9Y234
3453,Q9UJS0
3454,Q9HD40
3455,Q9BW92
3456,P14770
3457,Q9NZK7
3458,O43169
3459,Q5JVS0
3460,O95298
3461,Q02641
3462,P52961
3463,P07686
3464,Q9NZD2
3465,Q9ULW8
3466,Q9Y277
3467,Q9UHQ9
3468,O15304
3469,P62269
3470,Q6IQ20
3471,P48729
3472,O14735
3473,P07451
3474,O15511
3475,P22314
3476,Q9UHC3
3477,O15375
3478,O75911
3479,O60882
3480,Q9H169
3481,Q86W47
3482,Q8NEY4
3483,Q9NSD9
3484,Q9UDW1
3485,O60896
3486,P49619
3487,P23469
3488,P22695
3489,P15954
3490,P19961
3491,Q0VD83
3492,P47775
3493,Q99677
3494,P48167
3495,O94903
3496,Q8NCM2
3497,Q8TDN2
3498,Q14722
3499,Q13303
3500,Q96NR8
3501,P43080
3502,Q8N8R3
3503,P12532
3504,P26440
3505,P17540
3506,Q9UP95
3507,P36873
3508,Q15075
3509,P49354
3510,P08048
3511,O43252
3512,P14927
3513,P24311
3514,Q460N3
3515,Q9Y6I3
3516,Q96BH3
3517,Q9NYQ3
3518,Q8NG66
3519,P35913
3520,Q8WYK2
3521,Q9NRP7
3522,Q9Y2H1
3523,Q6PHR2
3524,Q8TD19
3525,P78356
3526,O14730
3527,Q9H3Y6
3528,Q9BPV8
3529,Q93050
3530,P54750
3531,Q9HBG4
3532,Q14565
3533,O14949
3534,P34981
3535,Q99884
3536,O60678
3537,Q03393
3538,Q86YB8
3539,O94804
3540,Q8IUZ5
3541,Q96NX5
3542,Q92952
3543,Q15155
3544,Q9P2N6
3545,Q56UN5
3546,Q15391
3547,Q92947
3548,Q5KSL6
3549,P43166
3550,P21430
3551,P08909
3552,A0A024R8I1
3553,Q99870
3554,Q72874
3555,P51160
3556,P16499
3557,P02918
3558,P02919
3559,P76577
3560,P0AD65
3561,P0AD68
3562,P08149
3563,Q60FT7
3564,H3BUU9
3565,Q8MU52
3566,P43702
3567,P43700
3568,P0AES4
3569,P0C1U9
3570,Q59192
3571,P05653
3572,C3T8E2
3573,B4YQT9
3574,P20831
3575,P56282
3576,P10613
3577,Q8IVH4
3578,Q9Y4U1
3579,Q96P88
3580,Q5T1J1
3581,Q06432
3582,Q14500
3583,O60359
3584,P62955
3585,Q7Z3S7
3586,O43193
3587,Q9GZZ6
3588,P02585
3589,P51857
3590,P12461
3591,A9X444
3592,P33673
3593,P00720
3594,P53608
3595,Q9Y257
3596,O43519
3597,P50859
3598,Q693P7
3599,Q23022
3600,Q9N587
3601,Q27218
3602,P48181
3603,Q5JXX5
3604,P9WJI5
3605,Q9NPA1
3606,Q16322
3607,Q9NSA2
3608,Q9UJ90
3609,Q9H3M0
3610,Q9UIX4
3611,Q9UJ96
3612,Q8TAE7
3613,Q8TDN1
3614,Q96KK3
3615,Q6PIU1
3616,Q9UNX9
3617,Q8TET4
3618,P0A7X3
3619,P0A7V8
3620,Q51911
3621,P83812
3622,Q9X1H9
3623,O00398
3624,P0AFU8
3625,P18545
3626,Q13956
3627,Q89ZI2
3628,P02359
3629,P0AG59
3630,P0A7V3
3631,P0A7W7
3632,P0A7U3
3633,C9EH48
3634,Q9Y4R7
3635,P0ABQ4
3636,Q8XB74
3637,P00378
3638,Q9BTZ2
3639,Q8NBN7
3640,Q6NUM9
3641,Q8TC12
3642,Q9NYR8
3643,Q9UDX3
3644,O67135
3645,Q9Y2D0
